region,track,reference_depth,start_depth,stop_depth,length,line_blocked_cv_voxels,quadratic_blocked_cv_voxels,quadratic_minus_line_voxels,quadratic_wins,curvature_rms_voxels,curvature_rms_micrometres,candidate_tilt_degrees,spans_old_outer_to_internal
1,215,20,13,30,18,1.022155887850542,0.9902264893637176,-0.0319293984868243,True,0.6893587426398293,0.7445074420510157,5.777670509899709,False
1,221,20,10,33,24,2.870633044183628,1.9409981858911953,-0.9296348582924328,True,1.6329908991521214,1.7636301710842912,15.214447530009611,False
1,224,20,8,52,45,1.9445723381265088,1.3766299840699077,-0.5679423540566011,True,1.148247286800984,1.240107069745063,9.307799214217415,True
1,226,20,9,25,17,1.2743462869735274,1.1618274459352467,-0.11251884103828069,True,0.4986626928820695,0.5385557083126351,14.472762263933259,True
1,227,20,15,39,25,0.6771293488873834,0.7185362349851502,0.04140688609776677,False,0.2734505010313606,0.29532654111386947,14.698539451438963,False
1,228,20,15,60,46,0.6796714408345124,0.5085543814305853,-0.17111705940392707,True,0.21241913558986533,0.22941266643705457,14.332203344919417,False
1,229,20,16,60,45,0.5007976836239727,0.6574700190544133,0.15667233543044057,False,0.03930726648358581,0.04245184780227268,13.953325395568582,False
1,233,20,15,60,46,0.7136511651381169,0.4876428188310232,-0.2260083463070937,True,0.32124911829225244,0.3469490477556327,16.04715839351082,False
1,234,20,10,25,16,1.5256835444314558,1.0123647903063941,-0.5133187541250617,True,0.6547957242348056,0.7071793821735901,4.138613589946032,False
1,238,20,16,37,22,0.5371140052365388,0.5288374865581118,-0.008276518678427047,True,0.1397104811060238,0.15088731959450571,17.556404401433465,False
1,240,20,11,27,17,1.3756505807464665,0.9129299016347426,-0.4627206791117239,True,0.9146978354365832,0.98787366227151,8.090777871989621,False
1,243,20,14,46,33,0.5006331338829486,0.5185737721303498,0.01794063824740122,False,0.10915955213893092,0.1178923163100454,13.831066515261261,False
1,245,20,15,33,19,0.5617710985264831,0.7591888257013534,0.19741772717487027,False,0.2659661453776616,0.2872434370078746,10.47444016100238,False
1,248,20,11,25,15,2.59232638888694,1.7524095474818935,-0.8399168414050464,True,1.4218124600490178,1.5355574568529393,23.02622023364829,False
1,256,20,10,25,16,0.9561793560432803,1.2914792148075973,0.335299858764317,False,0.42030536534769486,0.45392979457551047,8.584311915978637,False
1,259,20,15,31,17,0.6030568559299827,0.6844734061396213,0.08141655020963856,False,0.22549580465946928,0.24353546903222684,16.671448677554405,False
1,260,20,7,24,18,2.007398024343683,1.9227449037349134,-0.0846531206087695,True,0.9658496739300606,1.0431176478444655,22.05467167336989,True
1,264,20,15,60,46,0.7126569108168925,0.8695777037475184,0.15692079293062589,False,0.19993722955495358,0.2159322079193499,14.650929206042077,False
1,265,20,9,24,16,2.326343281311318,1.356016646978262,-0.9703266343330559,True,1.2686286956816946,1.3701189913362302,20.230272481797538,True
1,267,20,6,26,21,1.7252397520452607,2.441223286096413,0.7159835340511524,False,0.8126294153600782,0.8776397685888845,3.5585658167028127,True
1,269,20,3,23,21,1.7961855909025901,0.9648274273822343,-0.8313581635203559,True,1.0127275879179667,1.093745794951404,16.79993855105761,True
1,270,20,10,24,15,1.0515811294445032,0.695692175682286,-0.3558889537622172,True,0.5533941291045709,0.5976656594329366,7.552033714368041,False
1,275,20,15,31,17,1.3183607669000943,1.895724100837821,0.5773633339377267,False,0.5656996437422683,0.6109556152416499,8.421817104253762,False
2,3,19,10,57,48,1.2177382792423643,1.3929306660521321,0.17519238680976779,False,0.830295030114332,0.8967186325234786,19.429119626240716,False
2,7,19,14,60,47,0.8038946035507842,0.6472385512550611,-0.1566560522957231,True,0.634164363620861,0.68489751271053,22.051176194056925,False
