lens_id,block,z,x,radius_voxels,method,target_valid,mae_voxels,median_target_thickness_voxels,nonpositive_predicted_thickness_fraction
63,3,500,156,19.372024691176286,outer_ellipsoid,True,24.867553230271394,23.575833086470652,0.0
63,3,500,156,19.372024691176286,frozen_training_template,True,5.711908682778926,23.575833086470652,0.0
63,3,500,156,19.372024691176286,frozen_outer_geometry,True,3.041744955451466,23.575833086470652,0.0
64,3,510,87,20.755677128476606,outer_ellipsoid,True,36.497163870759756,23.864837316491645,0.0
64,3,510,87,20.755677128476606,frozen_training_template,True,5.711289191915129,23.864837316491645,0.0
64,3,510,87,20.755677128476606,frozen_outer_geometry,True,3.8388573542591953,23.864837316491645,0.0
65,3,510,200,20.21427615087253,outer_ellipsoid,True,34.221411390720476,23.829998661122147,0.0
65,3,510,200,20.21427615087253,frozen_training_template,True,5.33728688356873,23.829998661122147,0.0
65,3,510,200,20.21427615087253,frozen_outer_geometry,True,2.5218614334912797,23.829998661122147,0.0
66,3,517,240,20.42937264767071,outer_ellipsoid,True,35.398429787619826,24.419663487978312,0.0
66,3,517,240,20.42937264767071,frozen_training_template,True,5.776154788644513,24.419663487978312,0.0
66,3,517,240,20.42937264767071,frozen_outer_geometry,True,2.8966584677139733,24.419663487978312,0.0
67,3,520,281,25.41014834596879,outer_ellipsoid,False,,,0.0
67,3,520,281,25.41014834596879,frozen_training_template,False,,,0.0
67,3,520,281,25.41014834596879,frozen_outer_geometry,False,,,0.0
68,3,523,130,22.2134800408525,outer_ellipsoid,True,43.54481052616885,23.56045117712261,0.0
68,3,523,130,22.2134800408525,frozen_training_template,True,4.485432235285236,23.56045117712261,0.0
68,3,523,130,22.2134800408525,frozen_outer_geometry,True,3.101706272438686,23.56045117712261,0.0
69,3,526,60,29.94652088532262,outer_ellipsoid,False,,,0.0
69,3,526,60,29.94652088532262,frozen_training_template,False,,,0.0
69,3,526,60,29.94652088532262,frozen_outer_geometry,False,,,0.0
70,3,532,173,25.656471909073588,outer_ellipsoid,False,,,0.0
70,3,532,173,25.656471909073588,frozen_training_template,False,,,0.0
70,3,532,173,25.656471909073588,frozen_outer_geometry,False,,,0.0
